Ticker,Date,Name,Sector,Industry,Country,Website,Market Cap,Enterprise Value,Float Shares,Shares Outstanding,P/E (trailing),P/E (forward),P/S,P/B,EV/EBITDA,EV/Revenue,Gross Margin (%),EBITDA Margin (%),Operating Margin (%),Profit Margin (%),ROE,ROA,Revenue (TTM),Revenue Growth (%),EPS (trailing),EPS (forward),Earnings Growth (%),Earnings Quarterly Growth (%),Total Cash,Total Debt,Debt to Equity,Current Ratio,Quick Ratio,Book Value,Free Cash Flow,Operating Cash Flow,Dividend Yield (%),Dividend Rate (%),5Y Avg Dividend Yield (%),Payout Ratio (%),Price,Target Price,Target High,Target Low,Analyst Rating,Analyst Rating Value,Beta,52W High,52W Low,50 Day Avg,200 Day Avg,Short Ratio,Short % of Float
COR,2025-06-11,"Cencora, Inc.",Healthcare,Medical Distribution,United States,https://www.cencora.com,55570993152.0,63046844416.0,182639872.0,193823008.0,33.18,17.53,0.18,54.85,14.62,0.2,0.033,0.0139,0.0134,0.0055,1.42,0.03,310232186880.0,0.103,8.64,16.36,0.761,0.706,1978061056.0,9765555200.0,827.73,0.87,0.48,5.23,3878175488.0,4110426880.0,0.0077,0.022000000000000002,0.0119,0.2454,286.71,321.5,355.0,257.45,buy,1.82,0.57,309.35,218.65,286.24,252.36,3.64,0.06
COST,2025-06-11,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,United States,https://www.costco.com,444022456320.0,440031150080.0,442257524.0,443476992.0,56.79,50.88,1.65,16.37,35.37,1.64,0.1278,0.0463,0.04,0.0292,0.32,0.09,268775997440.0,0.08,17.63,19.68,0.132,0.132,14849999872.0,8179999744.0,30.16,1.01,0.47,61.16,6088374784.0,12426000384.0,0.0052,0.052000000000000005,0.0064,0.2711,1001.23,1075.04,1225.0,620.0,buy,2.03,0.99,1078.23,793.0,994.25,954.17,2.69,0.01
CPAY,2025-06-11,"Corpay, Inc.",Technology,Software - Infrastructure,United States,https://www.corpay.com,24827783168.0,31413913600.0,67920440.0,70493400.0,24.16,15.88,6.15,7.19,14.65,7.77,0.7816,0.53,0.4247,0.2515,0.3,0.06,4045005056.0,0.075,14.58,22.18,0.09,0.059,1583934976.0,8243302912.0,235.92,1.1,0.68,49.01,690412480.0,1516230016.0,0.0,0.0,0.0,0.0,352.2,393.22,445.0,330.0,buy,1.94,0.96,400.81,247.1,325.88,342.09,3.03,0.03
CPB,2025-06-11,The Campbell's Company,Consumer Defensive,Packaged Foods,United States,https://www.thecampbellscompany.com,10060395520.0,17281288192.0,191643909.0,298129984.0,22.65,9.9,0.98,2.6,9.32,1.69,0.3062,0.1814,0.1422,0.0444,0.12,0.06,10225000448.0,0.045,1.49,3.41,-0.5,-0.504,143000000.0,7264999936.0,187.63,0.78,0.28,12.99,681625024.0,1160000000.0,0.0455,0.015600000000000001,0.0322,1.0133,33.74,38.89,62.0,32.0,hold,2.87,0.11,52.81,32.95,36.12,41.87,5.83,0.1
CPRT,2025-06-11,"Copart, Inc.",Industrials,Specialty Business Services,United States,https://www.copart.com,48902787072.0,44355776512.0,886361419.0,966936000.0,33.49,29.07,10.64,5.57,23.3,9.66,0.4653,0.4147,0.3726,0.3221,0.18,0.12,4590859776.0,0.075,1.51,1.74,0.077,0.064,4384342016.0,101060000.0,1.15,8.15,6.99,9.08,873605888.0,1800494976.0,0.0,0.0,0.0,0.0,50.58,60.69,66.0,55.0,buy,2.36,1.1,64.38,48.05,57.9,56.25,2.76,0.02
CPT,2025-06-11,Camden Property Trust,Real Estate,REIT - Residential,United States,https://www.camdenliving.com,12622909440.0,16402883584.0,105038817.0,106838000.0,107.41,72.93,8.08,2.79,18.49,10.5,0.6153,0.5677,0.1911,0.0757,0.03,0.02,1562268032.0,0.018,1.1,1.62,-0.537,-0.537,26182000.0,3738170880.0,79.75,0.04,0.03,42.39,687080000.0,787203008.0,0.0357,0.042,0.0322,3.7982,118.15,130.03,144.0,120.0,buy,2.32,0.8,127.69,102.35,115.5,118.63,1.85,0.02
CRL,2025-06-11,"Charles River Laboratories International, Inc.",Healthcare,Diagnostics & Research,United States,https://www.criver.com,7387737600.0,10223896576.0,48534182.0,49115700.0,,14.63,1.84,2.31,11.5,2.54,0.3469,0.2209,0.1362,-0.0049,-0.01,0.04,4022597120.0,-0.027,-0.62,10.28,-0.615,-0.622,229356000.0,2989334016.0,92.21,1.43,0.94,65.04,625616896.0,776385984.0,0.0,0.0,0.0,0.0,150.42,156.14,200.0,70.0,hold,2.68,1.48,254.15,91.86,129.55,170.37,1.83,0.06
CRM,2025-06-11,"Salesforce, Inc.",Technology,Software - Application,United States,https://www.salesforce.com,256690782208.0,251030323200.0,930704240.0,956000000.0,42.62,24.12,6.65,4.24,22.4,6.5,0.7734,0.2904,0.2012,0.1608,0.1,0.05,38591000576.0,0.076,6.3,11.13,0.019,0.005,17408000000.0,12019999744.0,19.81,1.07,0.9,63.33,14429875200.0,13320999936.0,0.0061,0.0166,0.0,0.2529,268.5,352.53,440.0,225.0,buy,1.7,1.38,369.0,227.77,267.74,295.97,1.96,0.02
CRWD,2025-06-11,"CrowdStrike Holdings, Inc.",Technology,Software - Infrastructure,United States,https://www.crowdstrike.com,118642049024.0,112772292608.0,244537384.0,249248000.0,,111.48,28.71,34.36,-5815.1,27.27,0.7448,-0.0047,-0.113,-0.0417,-0.06,-0.02,4136022016.0,0.198,-0.7,4.27,,,4614153216.0,785398016.0,22.5,1.85,1.65,13.86,1306602368.0,1382605952.0,0.0,0.0,0.0,0.0,476.0,472.83,550.0,330.0,buy,1.92,1.16,491.2,200.81,417.53,359.73,2.56,0.04
CSCO,2025-06-11,"Cisco Systems, Inc.",Technology,Communication Equipment,United States,https://www.cisco.com,254271602688.0,272346873856.0,3953662183.0,3960000000.0,26.53,16.46,4.57,5.54,18.47,4.9,0.6524,0.265,0.233,0.176,0.21,0.06,55623000064.0,0.114,2.42,3.9,0.348,0.321,16391999488.0,30744999936.0,66.93,0.95,0.71,11.6,11596375040.0,13688999936.0,0.0249,0.016399999999999998,0.0301,0.6571,64.21,69.33,80.0,56.0,buy,2.04,0.88,66.5,44.5,60.1,58.31,2.01,0.01
CSGP,2025-06-11,"CoStar Group, Inc.",Real Estate,Real Estate Services,United States,https://www.costargroup.com,34155972608.0,31355551744.0,416212278.0,421887008.0,289.14,72.29,12.13,4.0,171.16,11.15,0.7971,0.0652,-0.0344,0.0417,0.01,0.0,2812000000.0,0.115,0.28,1.12,,,3966400000.0,1119600000.0,13.08,6.01,5.77,20.22,85037504.0,306200000.0,0.0,0.0,0.0,0.0,80.96,86.1,100.0,65.0,buy,2.12,0.87,83.68,68.26,77.15,76.29,4.67,0.04
CSX,2025-06-11,CSX Corporation,Industrials,Railroads,United States,https://www.csx.com,60686557184.0,79842377728.0,1874469426.0,1878550016.0,18.89,15.91,4.25,4.99,11.76,5.59,0.4754,0.4754,0.3062,0.2266,0.26,0.07,14282000384.0,-0.07,1.71,2.03,-0.244,-0.266,1147000064.0,19725000704.0,162.01,0.88,0.73,6.48,2121124992.0,5436000256.0,0.0163,0.0052,0.0128,0.2917,32.3,32.84,41.0,27.0,buy,2.04,1.24,37.1,26.22,29.48,32.31,1.79,0.01
CTAS,2025-06-11,Cintas Corporation,Industrials,Specialty Business Services,United States,https://www.cintas.com,89628606464.0,92177956864.0,343101820.0,403787008.0,51.98,47.43,8.84,19.51,34.6,9.09,0.4992,0.2627,0.2337,0.1753,0.4,0.16,10143464448.0,0.084,4.27,4.68,0.177,0.166,243428000.0,2691842048.0,58.62,1.72,0.85,11.38,1619095040.0,2223195904.0,0.0069,0.015600000000000001,0.0094,0.35,221.97,211.11,250.0,163.0,hold,2.7,1.06,229.24,170.93,213.47,206.68,3.14,0.01
CTRA,2025-06-11,Coterra Energy Inc.,Energy,Oil & Gas E&P,United States,https://www.coterra.com,19581460480.0,24089554944.0,751155425.0,763260992.0,15.09,11.01,3.37,1.38,6.74,4.15,0.7442,0.616,0.3691,0.2215,0.09,0.05,5801999872.0,0.405,1.7,2.33,0.449,0.466,186000000.0,4521999872.0,31.77,0.9,0.83,18.62,1317874944.0,3083000064.0,0.0339,0.0088,0.0439,0.4971,25.66,33.02,40.0,26.0,buy,1.69,0.33,29.95,22.3,25.18,25.65,3.11,0.04
CTSH,2025-06-11,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,United States,https://www.cognizant.com,39906123776.0,39139946496.0,491542008.0,492942016.0,16.94,16.22,1.99,2.68,10.89,1.95,0.3425,0.1789,0.1546,0.1173,0.17,0.1,20091000832.0,0.075,4.78,4.99,0.22,0.214,1992000000.0,1179000064.0,7.91,2.22,1.83,30.22,1986499968.0,2428999936.0,0.0154,0.0124,0.0147,0.2547,80.96,87.37,103.0,79.0,hold,2.67,0.98,90.82,63.79,76.18,78.46,5.04,0.05
CTVA,2025-06-11,"Corteva, Inc.",Basic Materials,Agricultural Inputs,United States,https://www.corteva.com,49116237824.0,51125264384.0,680560079.0,682169984.0,43.64,22.43,2.91,2.03,15.36,3.04,0.4463,0.1977,0.1859,0.0677,0.05,0.03,16833000448.0,-0.017,1.65,3.21,0.595,0.556,2008999936.0,4083000064.0,16.65,1.44,0.9,35.56,2847500032.0,2644999936.0,0.0094,0.0068000000000000005,0.0116,0.4036,72.0,73.13,92.0,60.0,buy,1.71,0.75,72.4,50.3,64.71,60.97,2.01,0.01
CVS,2025-06-11,CVS Health Corporation,Healthcare,Healthcare Plans,United States,https://www.cvshealth.com,81808842752.0,150030155776.0,1262400839.0,1265020032.0,15.32,9.98,0.22,1.06,10.76,0.4,0.1354,0.037,0.035,0.014,0.07,0.02,376741003264.0,0.069,4.22,6.48,0.602,0.598,12654000128.0,81212997632.0,105.32,0.82,0.59,60.96,6530874880.0,8760000512.0,0.0417,0.026600000000000002,0.0312,0.6348,64.67,79.49,95.0,71.0,buy,1.79,0.56,72.51,43.56,65.18,59.71,1.38,0.01
CVX,2025-06-11,Chevron Corporation,Energy,Oil & Gas Integrated,United States,https://www.chevron.com,248029872128.0,276219559936.0,1622522185.0,1732230016.0,16.05,12.97,1.27,1.68,7.18,1.42,0.3894,0.1973,0.106,0.0803,0.1,0.05,195112992768.0,-0.01,8.92,11.04,-0.327,-0.364,4642999808.0,29681000448.0,19.78,1.08,0.68,85.46,13518749696.0,29852999680.0,0.0486,0.0684,0.0437,0.7543,143.19,163.49,186.0,124.0,buy,2.12,0.8,168.96,132.04,140.28,149.61,7.27,0.04
CZR,2025-06-11,"Caesars Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,United States,https://www.caesars.com,5862618112.0,31185219584.0,197280637.0,207968000.0,,21.04,0.52,1.47,8.6,2.76,0.5171,0.3212,0.1754,-0.0208,-0.04,0.04,11297000448.0,0.019,-1.16,1.34,,,884000000.0,25965000704.0,606.8,0.84,0.62,19.12,21125000.0,1212999936.0,0.0,0.0,0.0,0.0,28.19,42.87,62.0,28.0,buy,1.53,2.31,45.93,21.4,26.97,34.26,5.16,0.14
D,2025-06-11,"Dominion Energy, Inc.",Utilities,Utilities - Regulated Electric,United States,https://www.dominionenergy.com,47346954240.0,95926681600.0,850897376.0,852790976.0,21.44,16.43,3.17,1.8,13.08,6.44,0.4871,0.4922,0.3342,0.1563,0.08,0.03,14903000064.0,0.122,2.59,3.38,0.488,0.465,452000000.0,44607000576.0,145.2,0.73,0.32,30.92,-2503249920.0,4219000064.0,0.048,0.026699999999999998,0.0448,1.0309,55.52,58.4,62.0,51.96,hold,2.89,0.56,61.97,47.99,54.69,55.87,4.49,0.04
DAL,2025-06-11,"Delta Air Lines, Inc.",Industrials,Airlines,United States,https://www.delta.com,32957802496.0,53190209536.0,645413047.0,652953024.0,8.86,7.19,0.53,2.12,6.69,0.86,0.2153,0.1284,0.0392,0.0591,0.28,0.05,61935001600.0,0.021,5.7,7.02,5.4,5.486,3711000064.0,23380000768.0,151.36,0.38,0.25,23.82,1395000064.0,7994999808.0,0.0117,0.006,0.023,0.0975,50.48,58.03,88.0,36.0,strong_buy,1.5,1.51,69.98,34.74,45.2,53.8,1.98,0.04
DASH,2025-06-11,"DoorDash, Inc.",Consumer Cyclical,Internet Retail,United States,https://www.doordash.com,92838068224.0,85808275456.0,364148751.0,398680992.0,284.53,123.08,8.26,11.06,161.9,7.63,0.5024,0.0472,0.0567,0.0302,0.04,0.01,11240999936.0,0.207,0.77,1.78,,,5816999936.0,527000000.0,6.28,1.72,1.44,19.8,1858125056.0,2214000128.0,0.0,0.0,0.0,0.0,219.09,216.25,240.0,179.0,buy,1.83,1.67,220.88,99.32,193.11,174.16,3.33,0.04
DAY,2025-06-11,Dayforce Inc,Technology,Software - Application,United States,https://www.dayforce.com,9686389760.0,10252375040.0,156681849.0,159880992.0,378.66,27.41,5.35,3.74,43.91,5.66,0.5035,0.129,0.0544,0.0143,0.01,0.01,1810300032.0,0.117,0.16,2.21,1.25,1.099,557299968.0,1231200000.0,47.5,1.02,0.14,16.2,267812496.0,321600000.0,0.0,0.0,0.0,0.0,60.58,67.3,95.0,47.0,buy,2.05,1.12,82.69,47.08,57.22,64.37,3.12,0.08
DD,2025-06-11,"DuPont de Nemours, Inc.",Basic Materials,Specialty Chemicals,United States,https://www.dupont.com,29324224512.0,35734683648.0,417138584.0,418499008.0,2335.67,15.96,2.34,1.28,11.24,2.85,0.3706,0.2538,0.1621,-0.006,0.0,0.03,12520999936.0,0.046,0.03,4.39,,,1762000000.0,7704999936.0,33.11,1.4,0.87,54.56,1773874944.0,1736000000.0,0.0239,0.016399999999999998,0.019,51.6667,70.07,85.07,113.0,47.0,buy,1.55,1.03,90.06,53.77,65.95,77.16,1.42,0.01
DE,2025-06-11,Deere & Company,Industrials,Farm & Heavy Construction Machinery,United States,https://www.deere.com/en,140426510336.0,200035008512.0,270233944.0,270827008.0,25.32,23.39,3.09,5.78,21.5,4.41,0.2822,0.205,0.1855,0.1245,0.24,0.04,45383999488.0,-0.162,20.48,22.17,-0.222,-0.239,6862000128.0,67107999744.0,275.28,2.14,1.92,89.68,4988000256.0,8855000064.0,0.0124,0.06480000000000001,0.0123,0.2986,518.51,547.33,750.0,460.0,buy,2.32,1.1,533.78,340.2,482.32,446.53,3.03,0.01
DECK,2025-06-11,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,United States,https://www.deckers.com,16376690688.0,14825733120.0,148358442.0,149436000.0,17.45,17.23,3.29,6.55,11.84,2.97,0.5788,0.2513,0.1744,0.1938,0.42,0.22,4985611776.0,0.065,6.28,6.36,0.204,0.187,1889187968.0,276975008.0,11.02,3.72,2.93,16.73,780141632.0,1044523008.0,0.0,0.0,0.0,0.0,109.59,127.32,169.0,100.0,buy,2.21,1.02,223.98,93.72,112.75,154.79,1.77,0.08
DELL,2025-06-11,Dell Technologies Inc.,Technology,Computer Hardware,United States,https://www.dell.com,76966461440.0,100111474688.0,309862260.0,344347008.0,17.65,11.98,0.8,-25.92,10.13,1.03,0.2222,0.1022,0.0498,0.0472,,0.05,96700997632.0,0.051,6.38,9.4,0.038,0.005,7699999744.0,28781000704.0,,0.85,0.45,-4.34,-2492124928.0,6273999872.0,0.0184,0.021,0.0,0.2893,112.61,135.19,155.0,104.0,buy,1.54,1.09,161.52,66.25,97.93,111.23,2.96,0.06
DFS,2025-05-13,Discover Financial Services,Financial Services,Credit Services,United States,https://www.discover.com,51354828800.0,55079903232.0,250181206.0,251652992.0,10.9,16.08,3.85,2.87,,4.13,0.9436,0.0,0.4802,0.3588,0.28,0.03,13342999552.0,0.129,18.73,12.69,0.305,0.297,11868999680.0,14538000384.0,76.67,1.04,1.03,71.16,,8714000384.0,0.0147,0.0279999999999999,0.0214,0.1496,204.07,198.69,244.0,153.0,buy,2.41,1.15,207.41,119.95,170.72,164.13,2.12,0.02
DG,2025-06-11,Dollar General Corporation,Consumer Defensive,Discount Stores,United States,https://www.dollargeneral.com,24608339968.0,40648650752.0,218631349.0,220071008.0,21.75,17.98,0.6,3.19,13.72,0.99,0.298,0.072,0.0552,0.028,0.16,0.04,41134264320.0,0.053,5.14,6.22,0.079,0.079,850017984.0,17018013696.0,220.91,1.23,0.14,35.01,1635128448.0,3179412992.0,0.0208,0.0236,0.0135,0.4504,111.82,114.73,135.0,80.0,buy,2.35,0.27,135.46,66.43,95.48,83.71,2.19,0.04
DGX,2025-06-11,Quest Diagnostics Incorporated,Healthcare,Diagnostics & Research,United States,https://www.questdiagnostics.com,19732602880.0,26310598656.0,111063898.0,111635000.0,22.15,18.11,1.94,2.86,13.32,2.59,0.3304,0.1944,0.1388,0.0883,0.14,0.06,10158000128.0,0.121,7.98,9.76,0.128,0.134,188000000.0,6576000000.0,93.37,1.44,1.1,61.87,817625024.0,1494000000.0,0.0182,0.032,0.0187,0.4804,176.76,183.92,200.0,158.69,none,,0.49,179.99,135.47,172.18,162.11,3.15,0.04
DHI,2025-06-11,"D.R. Horton, Inc.",Consumer Cyclical,Residential Construction,United States,https://www.drhorton.com,38680231936.0,43934892032.0,274656939.0,307180992.0,9.22,7.9,1.1,1.6,7.79,1.24,0.2419,0.1597,0.136,0.1215,0.18,0.1,35315298304.0,-0.151,13.65,15.93,-0.267,-0.309,2202299904.0,6611999744.0,26.6,6.94,0.59,78.82,1288112512.0,2870400000.0,0.013,0.016,0.0093,0.1061,125.92,144.5,180.0,105.0,buy,2.38,1.37,199.85,110.44,122.58,149.29,2.6,0.03
DHR,2025-06-11,Danaher Corporation,Healthcare,Diagnostics & Research,United States,https://www.danaher.com,146662244352.0,160600965120.0,636731238.0,715670016.0,39.03,24.45,6.16,2.88,21.52,6.74,0.598,0.3134,0.2249,0.1581,0.07,0.04,23819999232.0,-0.009,5.25,8.38,-0.09,-0.123,1992999936.0,17577000960.0,34.56,1.43,0.95,71.06,4234749952.0,6248000000.0,0.0064,0.0128,0.0038,0.219,204.93,247.14,310.0,210.0,strong_buy,1.38,0.8,281.7,171.0,192.75,227.89,1.92,0.01
DIS,2025-06-11,The Walt Disney Company,Communication Services,Entertainment,United States,https://thewaltdisneycompany.com,214237872128.0,254910414848.0,1795391263.0,1797750016.0,23.69,23.14,2.28,2.06,13.33,2.71,0.371,0.2033,0.1512,0.0948,0.09,0.04,94039998464.0,0.07,5.03,5.15,,,5852000256.0,42888998912.0,39.43,0.67,0.54,57.93,9386999808.0,18077999104.0,0.0086,0.01,0.0138,0.1939,119.17,124.63,148.0,79.0,buy,1.75,1.55,120.5,80.1,99.75,102.63,1.52,0.01
DLR,2025-06-11,"Digital Realty Trust, Inc.",Real Estate,REIT - Specialty,United States,https://www.digitalrealty.com,60687917056.0,78553718784.0,314637345.0,336791008.0,165.29,146.17,10.99,2.9,31.56,14.23,0.5413,0.4509,0.1629,0.0781,0.02,0.01,5519691776.0,0.065,1.07,1.21,-0.67,-0.609,2343777024.0,18438764544.0,79.55,1.66,1.36,61.07,1393827072.0,2308286976.0,0.0276,0.048799999999999996,0.0345,4.6038,176.86,185.84,220.0,139.0,buy,1.89,0.98,198.0,129.95,160.17,165.9,4.39,0.03
DLTR,2025-06-11,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,United States,https://www.dollartree.com,19600728064.0,26333755392.0,196224156.0,208696000.0,18.67,15.5,1.09,5.05,12.69,1.46,0.3583,0.115,0.0828,-0.1655,0.19,0.05,18049300480.0,0.113,5.03,6.06,0.167,0.144,1007400000.0,7907400192.0,202.5,1.04,0.12,18.58,1202599936.0,2649799936.0,0.0,0.0,0.0,0.0,93.92,95.71,111.0,70.0,buy,2.3,0.84,111.44,60.49,83.03,74.12,3.94,0.08
DOC,2025-06-11,"Healthpeak Properties, Inc.",Real Estate,REIT - Healthcare Facilities,United States,https://www.healthpeak.com,12279388160.0,21982044160.0,691946230.0,694732032.0,42.08,70.7,4.39,1.51,13.66,7.86,0.6359,0.5752,0.1885,0.0999,0.03,0.02,2796777984.0,0.159,0.42,0.25,5.0,5.415,84139000.0,9183536128.0,103.85,1.68,0.66,11.72,753127744.0,1197362048.0,0.0706,0.012199999999999999,0.0517,2.939,17.68,22.97,29.0,18.0,buy,1.75,1.01,23.26,16.64,17.92,20.39,2.13,0.03
DOV,2025-06-11,Dover Corporation,Industrials,Specialty Industrial Machinery,United States,https://www.dovercorporation.com,24814452736.0,26021761024.0,136355777.0,137104000.0,24.0,19.23,3.21,3.48,15.62,3.37,0.3928,0.2156,0.1636,0.2971,0.17,0.07,7728248832.0,-0.009,7.54,9.41,-0.63,-0.635,1805319936.0,2972802048.0,41.65,2.13,1.49,52.06,922395776.0,738398976.0,0.0114,0.0206,0.0136,0.2733,180.99,201.31,230.0,168.0,buy,2.0,1.27,222.31,143.04,172.73,187.55,2.59,0.02
DOW,2025-06-11,Dow Inc.,Basic Materials,Chemicals,United States,https://www.dow.com,21725405184.0,38663655424.0,705030966.0,706862016.0,73.18,9.88,0.51,1.29,8.55,0.91,0.0956,0.106,0.0064,0.0069,0.02,0.02,42630000640.0,-0.031,0.42,3.11,,,1464999936.0,17920999424.0,103.62,1.54,0.6,23.75,-592000000.0,2540999936.0,0.0953,0.027999999999999997,0.0549,7.0,30.74,36.06,63.12,27.0,hold,2.67,0.88,57.22,25.06,29.39,40.7,4.15,0.06
DPZ,2025-06-11,"Domino's Pizza, Inc.",Consumer Cyclical,Restaurants,United States,https://ir.dominos.com,15528520704.0,21578129408.0,33254603.0,34241500.0,26.69,25.71,3.28,-4.02,23.08,4.56,0.2844,0.1975,0.1806,0.1284,,0.3,4733825024.0,0.031,16.99,17.64,0.301,0.215,295352000.0,5299667968.0,,0.6,0.36,-112.88,474226624.0,680508992.0,0.0149,0.0696,0.0107,0.3595,453.5,503.49,564.0,340.0,buy,2.0,1.12,538.44,396.06,473.76,447.82,3.05,0.05
DRI,2025-06-11,"Darden Restaurants, Inc.",Consumer Cyclical,Restaurants,United States,https://www.darden.com,25421207552.0,32959875072.0,116411858.0,117026000.0,24.88,20.57,2.16,11.55,17.76,2.8,0.2155,0.1577,0.1325,0.0896,0.48,0.07,11762299904.0,0.062,8.73,10.56,0.055,0.034,224200000.0,7882999808.0,357.83,0.39,0.13,18.81,765237504.0,1667600000.0,0.0255,0.055999999999999994,0.0274,0.6205,217.23,210.9,245.0,145.0,buy,2.1,0.74,220.79,135.87,204.29,183.34,2.7,0.05
DTE,2025-06-11,DTE Energy Company,Utilities,Utilities - Regulated Electric,United States,https://www.dteenergy.com,28013103104.0,51399716864.0,206521682.0,207516000.0,18.1,18.72,2.05,2.35,14.85,3.76,0.3288,0.2534,0.1403,0.1125,0.13,0.03,13656999936.0,0.37,7.46,7.21,0.417,0.422,33000000.0,23437000704.0,196.5,0.87,0.46,57.45,-1550125056.0,3620999936.0,0.0326,0.0436,0.0331,0.5703,134.99,141.1,154.0,124.0,buy,2.11,0.45,140.39,108.4,134.91,127.68,2.84,0.02
DUK,2025-06-11,Duke Energy Corporation,Utilities,Utilities - Regulated Electric,United States,https://www.duke-energy.com,90305601536.0,179521323008.0,775181831.0,777257024.0,19.14,18.33,2.96,1.82,12.05,5.88,0.5161,0.4883,0.2833,0.1562,0.09,0.03,30512001024.0,0.075,6.07,6.34,0.22,0.212,475000000.0,87480999936.0,168.9,0.77,0.3,63.96,-2420750080.0,12030999552.0,0.0362,0.0418,0.0399,0.6902,116.18,127.08,142.0,117.0,buy,2.26,0.36,125.27,99.21,118.52,115.05,2.51,0.01
DVA,2025-06-11,DaVita Inc.,Healthcare,Medical Care Facilities,United States,https://www.davita.com,10421690368.0,24238270464.0,38082955.0,75577000.0,13.55,12.24,0.8,-39.9,9.11,1.87,0.3246,0.2051,0.1344,0.0663,0.55,0.07,12968523776.0,0.05,10.18,11.27,-0.245,-0.32,511943008.0,12320337920.0,742.2,1.25,1.12,-3.46,1583755776.0,2336882944.0,0.0,0.0,0.0,0.0,137.9,162.92,186.0,145.0,hold,2.9,1.11,179.6,131.76,142.7,153.47,7.17,0.15
DVN,2025-06-11,Devon Energy Corporation,Energy,Oil & Gas E&P,United States,https://www.devonenergy.com,21552084992.0,29528086528.0,636488046.0,642099968.0,7.46,7.53,1.35,1.49,3.81,1.85,0.5244,0.4867,0.2363,0.1749,0.21,0.1,15943000064.0,0.216,4.5,4.46,-0.183,-0.171,1198000000.0,9006999552.0,60.97,1.08,0.89,22.58,-1608749952.0,6803999744.0,0.0294,0.0096,0.0518,0.2847,33.56,42.89,66.0,31.0,buy,1.85,1.06,49.35,25.89,31.53,36.01,2.0,0.03
DXCM,2025-06-11,"DexCom, Inc.",Healthcare,Medical Devices,United States,https://www.dexcom.com/global,32854646784.0,33140359168.0,389343143.0,392107008.0,63.96,41.28,7.92,14.49,38.63,7.99,0.5943,0.2068,0.129,0.129,0.24,0.06,4148000000.0,0.125,1.31,2.03,-0.258,-0.28,2701400064.0,2583200000.0,113.97,1.5,1.27,5.78,509037504.0,964099968.0,0.0,0.0,0.0,0.0,83.79,98.45,110.0,82.0,strong_buy,1.46,1.46,118.8,57.52,76.87,76.47,2.57,0.03
EA,2025-06-11,Electronic Arts Inc.,Communication Services,Electronic Gaming & Multimedia,United States,https://www.ea.com,36809940992.0,36872720384.0,225202889.0,250766000.0,34.54,17.21,4.93,5.8,19.03,4.94,0.7932,0.2597,0.2106,0.1502,0.16,0.08,7463000064.0,0.065,4.25,8.53,0.458,0.396,2248000000.0,2217999872.0,34.73,0.95,0.85,25.31,1655750016.0,2079000064.0,0.0052,0.0076,0.0,0.1788,146.79,166.8,210.0,127.0,buy,2.29,0.71,168.5,115.21,146.37,145.21,2.43,0.04
EBAY,2025-06-11,eBay Inc.,Consumer Cyclical,Internet Retail,United States,https://www.ebayinc.com,36102516736.0,38696968192.0,459128340.0,460844000.0,18.97,15.01,3.5,7.33,15.38,3.75,0.7185,0.244,0.241,0.1978,0.36,0.07,10311999488.0,0.011,4.13,5.22,0.245,0.148,4793999872.0,7177999872.0,145.01,1.17,1.07,10.69,3065374976.0,2585999872.0,0.0146,0.0116,0.0164,0.2644,78.34,67.24,79.0,50.0,hold,2.76,1.26,79.84,51.72,69.42,65.64,5.42,0.07
ECL,2025-06-11,Ecolab Inc.,Basic Materials,Specialty Chemicals,United States,https://www.ecolab.com,76075040768.0,82664620032.0,285413700.0,283512992.0,36.11,35.78,4.85,11.44,22.66,5.27,0.4374,0.2326,0.1472,0.1341,0.25,0.08,15684500480.0,0.178,7.43,7.5,,,1402400000.0,7000000000.0,103.92,1.32,0.91,23.46,1633100032.0,2533900032.0,0.0098,0.026000000000000002,0.0104,0.332,268.33,272.69,310.0,230.0,buy,2.27,1.04,273.69,220.96,251.24,250.54,2.07,0.01
ED,2025-06-11,"Consolidated Edison, Inc.",Utilities,Utilities - Regulated Electric,United States,https://www.conedison.com,36905119744.0,62750322688.0,359892592.0,360296000.0,18.69,18.23,2.34,1.55,11.21,3.98,0.5335,0.3549,0.2747,0.1199,0.08,0.03,15774000128.0,0.121,5.48,5.62,0.082,0.099,360000000.0,26215999488.0,110.23,1.28,0.88,66.06,-879875008.0,3878000128.0,0.0336,0.034,0.0363,0.6174,102.43,105.6,128.0,90.0,hold,3.12,0.26,114.87,87.28,107.26,101.1,2.26,0.03
EFX,2025-06-11,Equifax Inc.,Industrials,Consulting Services,United States,https://www.equifax.com,33812555776.0,38672404480.0,123573078.0,124199000.0,55.0,28.93,5.9,6.79,21.75,6.74,0.5644,0.3102,0.1635,0.1068,0.13,0.06,5733700096.0,0.038,4.95,9.41,0.06,0.066,195200000.0,4964100096.0,97.1,0.85,0.7,40.11,783900032.0,1295699968.0,0.0074,0.02,0.0073,0.3184,272.24,286.97,310.0,255.0,buy,1.83,1.63,309.63,199.98,252.61,263.47,3.65,0.03
